YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
85,9,27,12,18,6.4,7.4,99,99,99,999,986.2,8,999,999,99
85,9,27,13,6,6.3,7.7,1.8,9.1,6.2,999,986.3,8.1,999,999,99
85,9,27,14,344,5.7,7,1.7,9.1,6.2,999,986.6,8,999,999,99
85,9,27,15,349,5.4,6.5,1.8,9.1,6.4,999,986.7,8.1,999,999,99
85,9,27,16,342,5,6.1,1.7,8.3,6.2,999,986.8,8,999,999,99
85,9,27,17,332,3.8,4.9,1.6,9.1,6.2,999,987.2,8,999,999,99
85,9,27,18,333,2.7,3.3,1.6,8.3,6.4,999,987.7,7.9,999,999,99
85,9,27,19,319,3.2,3.8,1.5,9.1,6.4,999,988.1,8,999,999,99
85,9,27,20,316,2.9,3.7,1.7,8.3,6.7,999,988.4,8.3,999,999,99
85,9,27,21,296,3.9,4.7,1.8,9.1,6.7,999,988.8,8.1,999,999,99
85,9,27,22,349,4,5.1,1.8,8.3,6.9,999,989.2,7.1,999,999,99
85,9,27,23,346,3.2,4,1.7,9.1,6.5,999,989.8,7.1,999,999,99
85,9,28,0,316,7,8.6,1.7,9.1,6.6,999,989.8,6.7,999,999,99
85,9,28,1,311,4.7,5.5,1.5,9.1,6.4,999,990.1,6.8,999,999,99
85,9,28,2,286,3.4,4.1,1.9,9.1,6.7,999,990.2,7,999,999,99
85,9,28,3,252,3.6,4.2,1.6,9.1,6.5,999,990.3,6.8,999,999,99
85,9,28,4,246,4.8,5.5,1.5,8.3,6.4,999,990.4,6.6,999,999,99
85,9,28,5,259,3.5,4.5,1.5,8.3,6.3,999,990.7,6.5,999,999,99
85,9,28,6,218,4.4,5,1.5,8.3,6.3,999,991,6.1,999,999,99
85,9,28,7,227,4.4,5.4,1.6,8.3,6.5,999,991.5,6.1,999,999,99
85,9,28,10,209,3.4,5,1.9,7.7,6.5,999,992.1,6.3,999,999,99
85,9,28,11,257,5.4,7.7,2,8.3,6.6,999,992.6,6,999,999,99
85,9,28,12,233,8.1,10.1,2,8.3,6.5,999,992.4,5.8,999,999,99
85,9,28,13,257,7,9.1,1.9,8.3,6.2,999,992.4,5.6,999,999,99
85,9,28,14,250,6.2,7.7,2,8.3,6.4,999,992.4,5.6,999,999,99
85,9,28,15,222,7.1,8.6,1.8,8.3,6.4,999,992.2,5.8,999,999,99
85,9,28,17,261,3.6,4.8,1.7,7.7,6.2,999,992.6,5.8,999,999,99
85,9,28,18,276,2.7,3.6,1.6,7.7,6.3,999,992.8,6.5,999,999,99
85,9,28,19,277,4.1,5.1,1.6,7.7,6.1,999,993.1,7,999,999,99
85,9,28,20,268,5.3,6.3,1.7,7.7,6.3,999,993.6,7.2,999,999,99
85,9,28,21,269,4.1,5,1.5,6.7,6.1,999,994,7.2,999,999,99
85,9,28,22,254,3.6,4.6,1.5,7.7,6.2,999,994.3,7.5,999,999,99
85,9,28,23,243,3.9,5,1.5,7.7,6,999,994.6,7.3,999,999,99
85,9,29,0,249,3.3,4.2,1.5,7.7,6,999,994.4,7.1,999,999,99
85,9,29,1,240,2.6,3.2,1.6,7.7,6.2,999,994.2,7.1,999,999,99
85,9,29,2,267,2.1,3.6,1.4,7.7,6.1,999,994,6.9,999,999,99
85,9,29,3,232,1.5,2.5,1.4,7.7,6,999,993.8,7.9,999,999,99
85,9,29,4,181,0.7,1.6,1.4,7.7,6,999,993.8,7.4,999,999,99
85,9,29,5,191,0.4,1.1,1.6,8.3,6.3,999,993.7,7.1,999,999,99
85,9,29,6,1,0,0.1,1.6,7.7,6.3,999,994,6.8,999,999,99
85,9,29,7,1,0.3,1,1.5,8.3,6.4,999,994.2,7,999,999,99
85,9,29,10,5,2.2,2.8,1.6,9.1,6.6,999,994.5,7,999,999,99
85,9,29,11,1,0.6,1.1,1.6,9.1,6.8,999,994.6,6.9,999,999,99
85,9,29,12,327,1.3,2.6,1.7,9.1,6.8,999,994.7,7,999,999,99
85,9,29,13,294,1.6,2.6,2,10,7,999,994.8,7,999,999,99
85,9,29,14,330,2.3,3.7,1.7,9.1,6.5,999,994.7,7,999,999,99
85,9,29,15,302,1.5,2.2,1.8,9.1,6.8,999,994.9,7,999,999,99
85,9,29,16,328,4.3,5,1.6,9.1,6.7,999,994.9,6.6,999,999,99
85,9,29,17,323,2.1,3.1,1.7,9.1,6.6,999,995.2,6.9,999,999,99
85,9,29,18,316,1,1.6,1.6,9.1,6.5,999,995.4,6.8,999,999,99
85,9,29,19,332,3.7,5.2,1.5,9.1,6.6,999,995.8,6.6,999,999,99
85,9,29,20,237,0.3,1.1,1.6,9.1,7.1,999,996.3,7,999,999,99
85,9,29,21,275,2.1,3,1.5,8.3,6.9,999,996.7,7.6,999,999,99
85,9,29,22,280,0.9,1.5,1.5,9.1,7,999,997.1,8.1,999,999,99
85,9,29,23,299,1.9,2.6,1.5,9.1,7,999,997.4,8.1,999,999,99
85,9,30,0,358,4.3,5,1.5,8.3,6.8,999,997.6,7,999,999,99
85,9,30,1,333,2.8,3.5,1.4,9.1,7,999,997.8,7.5,999,999,99
85,9,30,2,306,2.9,3.8,1.5,9.1,6.9,999,997.9,7.3,999,999,99
85,9,30,3,343,4.9,6.1,1.6,9.1,7,999,998.2,6.9,999,999,99
85,9,30,4,305,0.3,0.9,1.8,9.1,7.5,999,998.6,6.8,999,999,99
85,9,30,5,334,4.6,6.5,1.5,9.1,7,999,999,7.3,999,999,99
85,9,30,6,326,3.1,4,1.6,10,7.1,999,999.6,7.4,999,999,99
85,9,30,7,334,3.8,4.9,1.8,10,7.3,999,1000,7.3,999,999,99
85,9,30,10,309,4,4.9,1.7,10,7.5,999,1001.2,7.1,999,999,99
85,9,30,11,354,4.4,8.2,1.7,9.1,7.4,999,1001.5,6.4,999,999,99
85,9,30,12,353,5.2,6.9,1.9,9.1,7.8,999,1001.6,6.7,999,999,99
85,9,30,13,344,2.2,4.5,1.8,10,7.5,999,1001.9,6.9,999,999,99
85,9,30,14,331,3.2,4.5,1.7,10,7.2,999,1002,6.9,999,999,99
85,9,30,15,28,5.9,7.9,1.8,10,7.5,999,1002.2,6.4,999,999,99
85,9,30,16,23,3.2,4.4,1.7,9.1,7.3,999,1002.6,6.6,999,999,99
85,9,30,17,20,6.6,7.8,2,10,7.4,999,1002.8,6.7,999,999,99
85,9,30,18,30,7,8.9,2.2,10,7.3,999,1003.2,6.4,999,999,99
85,9,30,19,49,7.2,9.4,1.9,10,6.9,999,1003.8,6.3,999,999,99
85,9,30,20,62,5.2,6.5,1.9,9.1,6.9,999,1004.5,6.4,999,999,99
85,9,30,21,38,6.7,8.1,2.2,9.1,7.5,999,1004.9,7.3,999,999,99
85,9,30,22,15,7.2,8.7,2,10,6.9,999,1005.3,7.2,999,999,99
85,9,30,23,10,5.8,7.2,1.9,10,7.1,999,1005.7,7.4,999,999,99
85,10,1,0,22,5.7,6.7,2,9.1,7.1,999,1005.9,7.4,999,999,99
85,10,1,1,25,5.1,7,1.8,9.1,6.8,999,1006.2,7.4,999,999,99
85,10,1,2,25,6.2,7.5,1.8,10,7,999,1006.4,7.1,999,999,99
85,10,1,3,30,6.9,8.4,1.9,9.1,6.7,999,1006.7,6.6,999,999,99
85,10,1,4,19,9.6,11.4,1.8,9.1,6.7,999,1006.9,6.3,999,999,99
85,10,1,5,33,9.2,12.3,2.3,9.1,6.5,999,1007.6,5.3,999,999,99
85,10,1,6,34,8.3,10.6,2.2,9.1,6.2,999,1008.4,6,999,999,99
85,10,1,7,11,9.6,12.8,2.3,9.1,6,999,1009,5.9,999,999,99
85,10,1,10,4,7.1,9.4,2,8.3,6,999,1010.8,5.8,999,999,99
85,10,1,11,24,6.1,7.7,2.1,8.3,6.2,999,1011,5.6,999,999,99
85,10,1,12,3,5.6,8.7,2.1,8.3,6.2,999,1011.4,5.2,999,999,99
85,10,1,13,6,4.6,6.2,1.9,8.3,6,999,1011.6,5.3,999,999,99
85,10,1,14,337,4.9,7.7,1.8,8.3,6.2,999,1011.9,4.4,999,999,99
85,10,1,15,328,6,7.7,1.7,8.3,6.1,999,1011.9,5.2,999,999,99
85,10,1,16,357,5.5,7.4,1.9,8.3,6.1,999,1012,4.7,999,999,99
85,10,1,17,311,6.8,8.8,1.8,8.3,6.1,999,1012.1,5.2,999,999,99
85,10,1,18,331,7.3,9.5,1.8,8.3,6.2,999,1012.2,4.9,999,999,99
85,10,1,19,317,6.6,8.9,1.7,8.3,5.6,999,1012.7,4.8,999,999,99
85,10,1,20,331,5.8,9.2,1.7,7.7,5.7,999,1013,4.8,999,999,99
85,10,1,21,10,5.5,7.5,1.7,8.3,5.7,999,1013.5,3.6,999,999,99
85,10,1,22,2,3.4,5.1,1.5,8.3,5.8,999,1013.7,4.2,999,999,99
85,10,1,23,353,6,7.5,1.4,8.3,5.5,999,1013.6,5.6,999,999,99
85,10,2,0,336,5.5,7.3,1.5,9.1,5.9,999,1013.6,5.5,999,999,99
85,10,2,1,338,7.6,9.4,1.4,8.3,5.4,999,1013.5,5.1,999,999,99
85,10,2,2,352,8.3,10.8,1.5,9.1,5.2,999,1013.6,3.9,999,999,99
85,10,2,3,357,7.3,9.9,1.4,8.3,5.5,999,1013.7,3.2,999,999,99
85,10,2,4,355,3.9,8.2,1.5,8.3,5.6,999,1014,3.6,999,999,99
85,10,2,5,336,6.1,8.1,1.5,7.7,5.4,999,1014,5.6,999,999,99
85,10,2,6,347,7.2,9.2,1.5,7.7,5.6,999,1014.5,5.4,999,999,99
85,10,2,7,338,6.3,8.2,1.6,7.1,5.5,999,1015,5.4,999,999,99
85,10,2,10,331,4.1,6.5,1.4,7.7,5.7,999,1015.7,5.4,999,999,99
85,10,2,11,315,3.8,5.7,1.4,7.7,5.7,999,1015.6,5.6,999,999,99
85,10,2,12,14,4.1,5.7,1.3,7.7,5.6,999,1015.6,4.4,999,999,99
85,10,2,13,294,3.1,4.5,1.3,7.7,6,999,1015.4,5.2,999,999,99
85,10,2,14,270,3,4.1,1.2,7.7,5.7,999,1015.2,5.4,999,999,99
85,10,2,15,288,6,7,1.2,7.7,6,999,1014.8,5.4,999,999,99
85,10,2,16,266,4.6,5.9,1.2,7.7,6,999,1014.3,5.5,999,999,99
85,10,2,17,271,3.8,5.3,1.2,7.1,5.8,999,1013.7,5.4,999,999,99
85,10,2,18,262,4.4,6,1.2,7.1,5.7,999,1013,5.2,999,999,99
85,10,2,19,246,5.4,6.7,1.1,7.1,5.4,999,1012.8,5.2,999,999,99
85,10,2,20,217,7.5,9.4,1.1,7.1,5.3,999,1012.3,3.5,999,999,99
85,10,2,21,196,4.5,6.5,1,7.1,5.4,999,1011.9,4.1,999,999,99
85,10,2,22,243,5.7,7.2,1,7.1,5.5,999,1011.1,5.6,999,999,99
85,10,2,23,261,9.3,11.8,1.1,7.1,5,999,1010.2,3.9,999,999,99
85,10,3,1,236,5.9,7.5,1.2,5,4.9,999,1008.6,5.9,999,999,99
85,10,3,2,246,5.6,7.2,1.3,7.1,5,999,1007.9,4.8,999,999,99
85,10,3,3,256,4.2,6.7,1.3,7.1,5.1,999,1007.2,4.9,999,999,99
85,10,3,4,231,6.9,12.1,1.2,7.1,5.3,999,1006.3,4.2,999,999,99
85,10,3,5,181,5.8,7.6,1.4,5.6,5.2,999,1005.7,4.5,999,999,99
85,10,3,6,163,6.9,8.3,1.3,6.7,5.2,999,1005.3,3,999,999,99
85,10,3,7,999,99,99,1.3,5.6,5.3,999,1005,4.5,999,999,99
85,10,3,10,124,3.8,4.8,1.3,6.7,5.2,999,1004.4,4.6,8.6,999,99
85,10,3,11,160,5.8,7,1.3,6.7,5.3,999,1004,4.7,8.5,999,99
85,10,3,12,316,0.3,1.6,1.2,6.3,5.3,999,1003.9,3.2,8.5,999,99
85,10,3,13,14,0.6,1.8,1.1,6.3,5.4,999,1003.6,2.8,8.4,999,99
85,10,3,14,46,1.6,2.7,1.1,6.7,5.5,999,1003.2,3.1,8.5,999,99
85,10,3,15,99,4.7,5.9,1,6.3,5.5,999,1002.7,4.3,8.5,999,99
85,10,3,16,119,4,5,1.1,6.7,5.5,999,1002.6,4.1,8.4,999,99
85,10,3,17,120,1.5,2.6,1,6.7,5.4,999,1002.7,3.7,8.4,999,99
85,10,3,18,244,0.2,0.7,0.9,5.9,5.4,999,1002.8,3.6,8.4,999,99
85,10,3,19,275,4.2,5.5,1,8.3,5.6,999,1002.6,2.9,8.4,999,99
85,10,3,20,35,2.2,3.4,1.1,7.7,5.9,999,1002.6,1.9,8.3,999,99
85,10,3,21,55,1.6,2.6,1,7.1,5.6,999,1002.8,2.6,8.2,999,99
85,10,3,22,1,0,0.3,1.1,7.7,5.8,999,1002.6,3.3,8.1,999,99
85,10,3,23,121,0.6,1.1,1.1,7.7,5.4,999,1002.4,4.6,8.3,999,99
85,10,4,0,35,4.4,5.7,1,7.7,5.4,999,1002.1,4.3,8.5,999,99
85,10,4,1,35,1.3,2,1,7.1,5.3,999,1001.9,4.7,8.6,999,99
85,10,4,2,1,0,0.1,1.2,7.1,5.5,999,1001.8,5.9,8.6,999,99
85,10,4,3,181,0.1,1.4,1.2,7.1,5.6,999,1001.5,5.4,8.6,999,99
85,10,4,4,242,0.7,1.5,1.2,7.1,5.5,999,1001.3,5.4,8.7,999,99
85,10,4,5,141,2.1,4,1.3,7.1,5.6,999,1001.3,5.1,8.6,999,99
85,10,4,6,128,3,4.9,1.2,7.1,5.6,999,1001.6,5,8.5,999,99
85,10,4,7,92,4.6,5.9,1.3,7.1,5.8,999,1001.9,5.5,8.5,999,99
85,10,4,10,71,8.1,10.6,1.2,7.7,5,999,1001.4,6,8.5,999,99
85,10,4,11,66,8.6,11.7,1.3,7.1,5.1,999,1000.9,5.9,8.5,999,99
85,10,4,12,63,9.4,11.9,1.4,7.7,5.2,999,999.9,6.2,8.5,999,99
85,10,4,13,61,10.8,14.1,1.7,4.8,5.2,999,999,6.1,8.5,999,99
85,10,4,14,56,11.6,14.3,1.9,7.7,5.6,999,998.2,6.1,8.5,999,99
85,10,4,15,54,12.5,16,2.1,6.7,5.5,999,997.2,6.1,8.5,999,99
85,10,4,16,54,12.2,16,2.3,6.3,5.6,999,996.4,6.4,8.5,999,99
85,10,4,17,50,12.4,15.9,2.6,6.3,5.8,999,995.6,6.5,8.5,999,99
85,10,4,18,47,11.5,15.5,2.6,7.1,5.8,999,995,6.6,8.5,999,99
85,10,4,19,51,11.6,14.9,2.8,7.1,5.9,999,994.6,7.1,8.5,999,99
85,10,4,20,49,10.4,14.9,2.5,7.1,5.7,999,994.4,6.8,8.5,999,99
85,10,4,21,53,9.1,12.6,2.6,7.1,6,999,994.3,7.5,8.5,999,99
85,10,4,22,110,4.5,6.4,2.5,7.1,6.1,999,994.9,8.3,8.5,999,99
85,10,4,23,142,5.1,6.9,2.7,7.7,6.6,999,995.1,8.2,8.5,999,99
85,10,5,0,176,4.9,6.2,2.5,8.3,6.6,999,995.5,8.1,8.5,999,99
85,10,5,1,150,4,5,2.5,7.1,6.7,999,995.8,8.5,8.6,999,99
85,10,5,2,145,4.4,5.3,2.8,9.1,7.2,999,996,8.5,8.5,999,99
85,10,5,3,145,4.7,5.5,3.1,9.1,7.6,999,996.2,8.6,8.5,999,99
85,10,5,4,135,5.1,6.3,3.1,10,7.7,999,996.6,8.6,8.5,999,99
85,10,5,5,143,5.5,6.7,3,99,7.9,999,997,8.5,8.5,999,99
85,10,5,6,133,5,6.2,3.4,10,7.8,999,997.4,8.7,8.5,999,99
85,10,5,7,145,5.5,6.5,3.2,10,7.7,999,997.8,8.6,8.5,999,99
85,10,5,10,125,5.5,6.9,2.5,9.1,7,999,999,8.5,8.5,999,99
85,10,5,11,119,6,7.6,2.6,9.1,7.1,999,999,8.4,8.5,999,99
85,10,5,12,140,6.5,8.7,2.4,9.1,6.9,999,999.2,8.2,8.5,999,99
85,10,5,13,146,7.2,8.9,2.7,10,7.4,999,999.2,8.2,8.5,999,99
85,10,5,14,139,6,7.5,2.7,10,7.3,999,999.1,8.2,8.5,999,99
85,10,5,15,146,5.8,7.2,2.7,10,7.7,999,999,8.4,8.5,999,99
85,10,5,16,124,6.8,8.9,2.7,10,7.7,999,998.9,8.4,8.5,999,99
85,10,5,17,121,6.2,7.2,2.6,10,7.7,999,999.1,8.3,8.5,999,99
85,10,5,18,109,4.5,5.5,2.6,11.1,8,999,999.3,8.4,8.5,999,99
85,10,5,19,107,4.8,6.2,2.2,10,7.4,999,999.6,8.4,8.5,999,99
85,10,5,20,109,5.4,7.2,2.5,11.1,7.8,999,1000.2,8.3,8.5,999,99
85,10,5,21,129,5.6,6.9,2.5,10,7.5,999,1000.4,7.9,8.5,999,99
85,10,5,22,114,5.3,6.3,2.3,10,7.3,999,1000.1,8.1,8.5,999,99
85,10,5,23,93,4.6,5.5,2.2,10,7.2,999,999.5,8.2,8.5,999,99
85,10,6,0,85,5,6.1,2.1,10,7,999,999.1,8.3,8.5,999,99
85,10,6,1,93,7,9.4,2.3,10,7.3,999,998.8,8.2,8.5,999,99
85,10,6,2,91,7,8.9,2.1,10,6.8,999,998.5,8.1,8.5,999,99
85,10,6,3,92,6.6,8.6,2.2,10,7,999,998.3,7.9,8.5,999,99
85,10,6,4,99,7.4,9.3,2.2,10,6.9,999,998.1,7.9,8.5,999,99
85,10,6,5,92,6.7,8.5,2.3,10,7,999,997.9,7.9,8.5,999,99
85,10,6,6,88,7.6,9.5,2.3,10,7.3,999,997.8,7.9,8.5,999,99
85,10,6,7,91,8.2,11.1,2.2,9.1,6.9,999,997.8,7.7,8.5,999,99
85,10,6,10,89,8.4,10.4,2.3,10,6.6,999,997.7,7.4,8.4,999,99
85,10,6,11,82,7.8,9.4,2.1,10,6.2,999,997.7,7.5,8.5,999,99
85,10,6,12,88,7,8.8,2,10,6.5,999,997.6,7.8,8.5,999,99
85,10,6,13,77,5.5,7,2.1,10,6.3,999,997.9,7.9,8.5,999,99
85,10,6,14,92,4,5.1,2.1,10,6.7,999,998.1,8.2,8.5,999,99
85,10,6,15,101,3.6,4.5,2,10,6.8,999,998.3,8.3,8.4,999,99
85,10,6,16,107,3,3.7,2.4,10,7.4,999,998.4,8.2,8.5,999,99
85,10,6,17,138,3.3,4.1,2.4,9.1,7.4,999,999,8.2,8.5,999,99
85,10,6,18,152,3.2,4,2.1,10,7.1,999,999.8,8.1,8.5,999,99
85,10,6,19,183,4.1,4.9,2.2,10,7.3,999,1000.7,8.2,8.5,999,99
85,10,6,20,182,4,5,2,10,7.1,999,1001.4,8.3,8.5,999,99
85,10,6,21,192,3.9,4.6,1.9,10,7.1,999,1002,8.2,8.5,999,99
85,10,6,22,204,4.7,5.8,1.9,9.1,7.2,999,1002.5,8.2,8.5,999,99
85,10,6,23,184,2.5,3.1,1.9,9.1,7.2,999,1003,8.4,8.5,999,99
85,10,7,0,168,2.3,2.8,1.7,10,6.8,999,1003.2,8.8,8.5,999,99
85,10,7,1,154,5.2,6.3,1.8,9.1,7.1,999,1003.4,8.5,8.6,999,99
85,10,7,2,145,3.7,4.5,1.8,10,7.1,999,1003.2,8.5,8.6,999,99
85,10,7,3,129,4.4,5.4,1.7,10,6.8,999,1003.2,8.4,8.6,999,99
85,10,7,4,155,4.2,5.3,1.8,9.1,7.1,999,1003.3,8,8.5,999,99
85,10,7,5,139,4.9,5.9,1.7,9.1,6.7,999,1003.4,8.1,8.5,999,99
85,10,7,6,140,6.5,7.5,1.7,10,6.5,999,1003.2,8,8.5,999,99
85,10,7,7,112,4,5,1.6,9.1,6.4,999,1003.1,7.6,8.5,999,99
85,10,7,10,126,5,6.2,1.6,10,6.6,999,1002,8.1,8.4,999,99
85,10,7,11,123,6.3,7.9,1.4,7.7,6.2,999,1001.1,8,8.4,999,99
85,10,7,12,109,7.2,8.7,1.6,10,6.5,999,999.8,7.9,8.3,999,99
85,10,7,13,91,7.3,9.2,1.5,10,6.1,999,998.2,7.9,8.3,999,99
85,10,7,14,85,8.5,10.4,1.6,10,6,999,996.6,7.9,8.3,999,99
85,10,7,15,76,9.1,11,1.6,9.1,5.8,999,995.1,7.8,8.3,999,99
85,10,7,16,70,9.7,12.3,1.8,9.1,5.7,999,993.7,7.5,8.3,999,99
85,10,7,17,98,12.7,14.5,1.9,9.1,5.6,999,991.9,7.3,8.3,999,99
85,10,7,18,55,12,16,2,8.3,5.5,999,990.2,7.1,8.3,999,99
85,10,7,19,49,12.8,17.6,2.3,5.6,5.4,999,988,7.2,8.3,999,99
85,10,7,20,46,13.2,18.6,2.3,6.3,5.6,999,986.3,7.5,8.3,999,99
85,10,7,21,40,13.5,19.7,2.8,6.7,5.8,999,984.5,7.3,8.4,999,99
85,10,7,22,35,15.4,20.4,3.2,7.1,6.1,999,982.8,7.3,8.3,999,99
85,10,7,23,43,12.7,18,3.5,7.7,6.5,999,981.8,7.1,8.3,999,99
85,10,8,0,33,12.9,17.6,3.7,8.3,6.7,999,980.8,7.1,8.3,999,99
85,10,8,1,28,13.6,18.9,4.1,8.3,6.9,999,980,7.3,8.3,999,99
85,10,8,2,27,14.2,18.6,3.9,8.3,6.9,999,979.6,7.1,8.2,999,99
85,10,8,3,23,13.3,18.3,4.3,9.1,7.3,999,979.6,7.1,8.2,999,99
85,10,8,4,21,13.5,19.2,4.8,9.1,7.3,999,979.8,7.1,8.2,999,99
85,10,8,5,13,13.6,18.8,4.3,9.1,7.2,999,980,7.1,8.2,999,99
85,10,8,6,11,12.9,17.9,5,9.1,7.5,999,980.8,7.6,8.2,999,99
85,10,8,7,4,13.3,18.5,4.8,9.1,7.4,999,981.4,7.4,8.2,999,99
85,10,8,10,355,12.8,18.5,4,9.1,7.1,999,984.3,7.3,8.2,999,99
85,10,8,11,358,13.6,18.1,4.6,9.1,7.5,999,985.3,6.9,8.2,999,99
85,10,8,12,0,12.9,17.5,4.4,9.1,7.5,999,986.5,7.1,8.1,999,99
85,10,8,13,354,14.2,19,4.8,9.1,7.6,999,987.7,6.7,8.1,999,99
85,10,8,14,346,13.8,18,5.1,10,7.9,999,989.2,6.7,8.1,999,99
85,10,8,15,351,13.8,18.4,5.2,10,8,999,990.8,6.6,8.1,999,99
85,10,8,16,350,14.4,19,5.6,10,8.2,999,992.6,6.2,8.1,999,99
85,10,8,17,348,13.5,18.7,5.6,10,8.1,999,994.4,6.1,8,999,99
85,10,8,18,341,13,17.2,5.3,11.1,8.1,999,996.2,6.1,8,999,99
85,10,8,19,334,12.2,16.5,5.7,11.1,8.5,999,997.8,5.7,8,999,99
85,10,8,20,332,12.2,17.5,6.5,11.1,9,999,999.4,5,8,999,99
85,10,8,21,335,11.1,15.5,5,11.1,8.1,999,1001,5.8,8,999,99
85,10,8,22,333,10.7,14.8,5.2,11.1,8.5,999,1002.4,5.1,8,999,99
85,10,8,23,319,11.2,16.2,4.5,11.1,8.1,999,1003.6,5.5,8,999,99
85,10,9,0,320,11.3,15.1,5,11.1,8.4,999,1004.9,5.6,8,999,99
85,10,9,1,328,12,16.2,5,11.1,8.2,999,1005.9,5.4,8,999,99
85,10,9,2,313,10.9,16.2,4.7,10,7.9,999,1007.2,5.2,8,999,99
85,10,9,3,307,10.7,15,5,11.1,8.4,999,1008,5.2,8,999,99
85,10,9,4,307,10.8,14.9,4.5,11.1,7.9,999,1008.8,5.5,8,999,99
85,10,9,5,308,9.7,12.8,4.6,11.1,8.1,999,1009.7,5.5,8,999,99
85,10,9,6,299,9.8,13.2,4,11.1,7.5,999,1010.3,5.5,8,999,99
85,10,9,7,289,9.4,12.6,4.2,11.1,8,999,1011.2,5.5,8,999,99
85,10,9,10,268,4.5,5.9,3.6,10,7.7,999,1012.8,4.1,8,999,99
85,10,9,11,271,6.6,8.6,3.2,10,7.7,999,1012.8,4.3,8,999,99
85,10,9,12,272,7.7,10.7,3,10,7.5,999,1012.9,5.3,8,999,99
85,10,9,13,293,11.3,16.6,3,10,7.2,999,1013.3,4.1,8,999,99
85,10,9,14,277,10.6,14.7,3.2,10,7,999,1013.7,5.7,8,999,99
85,10,9,15,288,9.7,13.3,3.2,11.1,6.8,999,1014.4,4.7,7.9,999,99
85,10,9,16,299,11,17,3.2,11.1,6.7,999,1014.7,3.7,7.9,999,99
85,10,9,17,300,8.7,11.8,3.1,6.7,6.3,999,1015.2,4.1,7.9,999,99
85,10,9,18,276,10.9,15.8,3.2,11.1,6.9,999,1015.3,4.2,7.9,999,99
85,10,9,19,266,11.2,15.4,3.3,11.1,7.1,999,1015.5,5.2,7.9,999,99
85,10,9,20,279,11.1,14.3,3.5,7.7,7,999,1016,5.8,7.9,999,99
85,10,9,21,297,10.9,15.6,3.4,8.3,7,999,1016.7,4.4,7.9,999,99
85,10,9,22,305,7.7,9.9,3.6,7.7,7,999,1018,3.7,7.9,999,99
85,10,9,23,297,8.1,10.7,3.3,9.1,7.3,999,1018.2,5,7.9,999,99
85,10,10,0,293,10,13.4,3.4,9.1,7.5,999,1018.7,3.5,7.9,999,99
85,10,10,1,295,7.6,9.9,3.2,9.1,7.2,999,1018.7,5.1,7.9,999,99
85,10,10,2,281,7.9,10.6,3.3,9.1,7.4,999,1018.8,5.2,7.9,999,99
85,10,10,3,291,7.7,10.5,3.3,9.1,7.3,999,1018.9,5.5,7.9,999,99
85,10,10,4,281,6.8,9.7,3.1,9.1,7.2,999,1019.1,5.3,7.9,999,99
85,10,10,5,299,6.7,8.7,3,9.1,7,999,1019.1,5.4,7.8,999,99
85,10,10,6,261,4.6,5.8,2.9,10,7.1,999,1019.3,4.5,7.8,999,99
85,10,10,7,261,5.3,6.7,2.7,9.1,7.1,999,1019.4,4.8,7.8,999,99
85,10,10,8,226,2.9,4.5,2.8,9.1,7.3,999,1019.6,3.9,7.8,999,99
85,10,10,9,219,4.4,5.2,2.3,9.1,6.9,999,1019.4,4.2,7.8,999,99
85,10,10,10,234,2.7,4.3,2.2,9.1,7,999,1019.2,5,7.8,999,99
85,10,10,11,282,3.3,4.3,2.3,9.1,6.8,999,1019,5.1,7.8,999,99
85,10,10,12,287,1.8,2.7,2.4,8.3,7.2,999,1018.7,5.3,7.8,999,99
85,10,10,13,260,1.8,3,2.1,8.3,6.8,999,1018.3,5.5,7.8,999,99
85,10,10,14,244,3.2,4.2,2,7.1,6.7,999,1017.9,5.2,7.8,999,99
85,10,10,15,263,2.4,3.5,1.9,8.3,6.5,999,1017.4,5.1,7.8,999,99
85,10,10,16,181,0.1,0.9,1.9,8.3,6.6,999,1016.9,5.3,7.8,999,99
85,10,10,17,1,0,0.1,1.7,8.3,6.5,999,1016.4,5.2,7.8,999,99
85,10,10,18,317,2.8,3.8,1.6,7.7,6.4,999,1015.8,4.7,7.8,999,99
85,10,10,19,321,0.6,1.6,1.7,8.3,6.5,999,1015.5,5.1,7.8,999,99
85,10,10,20,39,0.8,1.9,1.7,8.3,6.6,999,1015.2,5.2,7.8,999,99
85,10,10,21,95,2,3.1,1.7,7.7,6.6,999,1014.8,5.2,7.8,999,99
85,10,10,22,98,3.4,4.5,1.5,7.7,6.5,999,1014.1,5.4,7.8,999,99
85,10,10,23,91,3.4,4.4,1.4,7.1,6.3,999,1013.5,5.6,7.8,999,99
85,10,11,0,82,4,5.1,1.4,7.1,6.3,999,1012.7,5.5,7.8,999,99
85,10,11,1,73,3.5,4.8,1.4,7.7,6.5,999,1011.8,5.6,7.8,999,99
85,10,11,2,50,4.4,5.8,1.3,7.7,6.3,999,1011,5.6,7.8,999,99
85,10,11,3,44,4.7,5.7,1.2,6.7,6.1,999,1010.4,5.6,7.8,999,99
85,10,11,4,52,4.8,6.7,1.2,7.1,6.1,999,1009.8,5.6,7.8,999,99
85,10,11,5,67,5.9,7.7,1.2,6.7,6.1,999,1009.5,5.6,7.8,999,99
