YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
85,10,23,14,88,7.4,8.8,1.7,8.3,6,999,1015.4,2.4,6.5,999,99
85,10,23,15,79,9.1,11.1,1.6,8.3,5.5,999,1015.3,2.2,6.5,999,99
85,10,23,16,78,9.3,11.1,1.6,8.3,5.4,999,1015.3,2.3,6.5,999,99
85,10,23,17,77,8.5,10.4,1.7,8.3,5.5,999,1015.6,2.5,6.5,999,99
85,10,23,18,70,8.9,11,1.6,8.3,5.3,999,1015.8,2.3,6.5,999,99
85,10,23,19,69,8.8,11.2,1.6,8.3,5.6,999,1015.8,2.5,6.5,999,99
85,10,23,20,64,7.8,10.4,1.6,8.3,5.6,999,1016.2,2.8,6.5,999,99
85,10,23,21,66,7.3,9.7,1.6,8.3,5.5,999,1016.4,3.4,6.5,999,99
85,10,23,22,68,6.3,8.2,1.4,8.3,5.5,999,1016.9,3.3,6.6,999,99
85,10,23,23,67,6.2,8.7,1.5,7.7,6,999,1017.2,3.4,6.6,999,99
85,10,24,0,58,5.4,6.8,1.3,7.7,5.7,999,1017.6,3.7,6.6,999,99
85,10,24,1,54,3.7,6.2,1.4,7.7,5.8,999,1017.9,1.8,6.6,999,99
85,10,24,2,80,6.4,8.6,1.5,7.1,5.7,999,1017.8,2.8,6.6,999,99
85,10,24,3,67,5.1,6.6,1.4,7.7,5.8,999,1018.2,3.8,6.6,999,99
85,10,24,4,58,4.1,5.5,1.6,7.1,5.7,999,1018.7,3.5,6.6,999,99
85,10,24,5,63,7.2,8.5,1.4,8.3,5.6,999,1019,3,6.6,999,99
85,10,24,6,66,6.8,8.2,1.6,8.3,5.3,999,1019.5,2.9,6.6,999,99
85,10,24,7,46,5.8,7.8,1.5,8.3,5.2,999,1020.2,2.4,6.6,999,99
85,10,24,8,32,3.9,5.5,1.6,8.3,5.8,999,1020.7,2.3,6.6,999,99
85,10,24,9,91,2.8,3.8,1.6,8.3,6.1,999,1021.2,0.9,6.5,999,99
85,10,24,10,91,0.5,1.4,1.6,7.7,6.2,999,1021.7,1.3,6.5,999,99
85,10,24,11,2,6.1,9.8,1.5,7.7,6.5,999,1021.7,0.8,6.5,999,99
85,10,24,12,357,4.3,5.7,1.5,9.1,6.4,999,1021.9,2.2,6.5,999,99
85,10,24,13,345,5.2,7.3,1.6,10,6.3,999,1021.9,2.8,6.5,999,99
85,10,24,14,325,7,8.8,1.5,10,6.2,999,1021.7,2.9,6.5,999,99
85,10,24,15,323,6.5,8.2,1.6,10,6.2,999,1022,2.8,6.5,999,99
85,10,24,16,318,5.1,6.7,1.4,10,5.5,999,1022.2,2.7,6.5,999,99
85,10,24,17,306,7.3,10.4,1.6,10,5.5,999,1022.6,2.7,6.5,999,99
85,10,24,18,323,4.2,7.4,1.5,10,5.2,999,1023.3,2.2,6.5,999,99
85,10,24,19,341,6.2,9,1.5,10,5.3,999,1023.4,2.6,6.5,999,99
85,10,24,20,340,5.4,7,1.5,6.3,5.2,999,1024.1,2,6.5,999,99
85,10,24,21,344,7.1,9.3,1.7,9.1,5.9,999,1024.4,2.8,6.5,999,99
85,10,24,22,355,6.7,8.8,1.6,9.1,5.7,999,1024.8,2.7,6.5,999,99
85,10,24,23,350,5.7,8,1.7,8.3,5.9,999,1025.5,2.6,6.5,999,99
85,10,25,0,339,6.5,8.9,1.6,8.3,5.8,999,1025.6,2.5,6.5,999,99
85,10,25,1,329,5.5,8.1,1.6,8.3,5.8,999,1025.7,2.6,6.5,999,99
85,10,25,2,345,5.9,10.1,1.7,7.1,5.9,999,1025.7,2.7,6.5,999,99
85,10,25,3,329,5.7,7.9,1.7,7.7,6.1,999,1025.9,2.8,6.5,999,99
85,10,25,4,326,5.6,7.7,1.8,7.7,6.1,999,1026.1,2.8,6.5,999,99
85,10,25,5,323,6,7.9,1.8,7.7,6.1,999,1026.4,3,6.5,999,99
85,10,25,6,323,5.7,8.8,1.8,7.7,5.9,999,1026.8,3.2,6.5,999,99
85,10,25,7,328,4.7,6.7,1.6,7.7,5.7,999,1027.1,3.1,6.5,999,99
85,10,25,8,308,5.1,7.1,1.6,8.3,5.9,999,1027.4,3.3,6.5,999,99
85,10,25,9,325,3.5,5.3,1.6,8.3,6.1,999,1027.9,3.2,6.5,999,99
85,10,25,10,301,3.4,5.1,1.6,8.3,6.1,999,1028.2,3.2,6.5,999,99
85,10,25,11,304,3.5,5,1.5,8.3,6.2,999,1028.5,3.2,6.5,999,99
85,10,25,12,315,2.3,3.6,1.6,8.3,6.5,999,1028.6,3.2,6.5,999,99
85,10,25,13,271,3.6,5.2,1.7,8.3,6.6,999,1028.9,3.2,6.5,999,99
85,10,25,14,276,3.1,4.4,1.7,8.3,6.7,999,1029,3,6.5,999,99
85,10,25,15,271,1.6,3.3,1.6,9.1,6.8,999,1028.8,2.9,6.5,999,99
85,10,25,16,245,2,3.3,1.7,9.1,6.9,999,1029.1,2.9,6.4,999,99
85,10,25,17,236,2.1,3.4,1.6,9.1,7,999,1029,3.1,6.4,999,99
85,10,25,18,219,2.1,3.8,1.6,9.1,6.8,999,1029,3.3,6.4,999,99
85,10,25,19,186,2.4,3.8,1.5,8.3,6.8,999,1028.9,3.4,6.4,999,99
85,10,25,20,169,3.8,4.9,1.6,8.3,6.8,999,1028.9,3.7,6.4,999,99
85,10,25,21,144,4.7,6.5,1.5,8.3,6.8,999,1029,3.7,6.5,999,99
85,10,25,22,149,6.5,7.7,1.3,8.3,6.5,999,1028.8,3.2,6.5,999,99
85,10,25,23,129,7.6,9,1.2,8.3,6.2,999,1028.3,2.4,6.5,999,99
85,10,26,0,115,8.6,10.8,1.4,8.3,5.9,999,1027.3,2.8,6.5,999,99
85,10,26,1,125,9.5,12.4,1.6,8.3,5.6,999,1026.6,3.4,6.5,999,99
85,10,26,2,127,10.8,13.5,1.6,8.3,5.3,999,1025.8,3.7,6.5,999,99
85,10,26,3,149,7.4,10.3,1.9,8.3,5.4,999,1025.1,5.3,6.5,999,99
85,10,26,4,207,7.2,9.4,1.9,9.1,5.6,999,1024.9,6.1,6.5,999,99
85,10,26,5,215,5.7,7,2.1,8.3,5.9,999,1025.2,6.3,6.5,999,99
85,10,26,6,204,7.2,8.7,2,8.3,6.1,999,1024.9,6.2,6.5,999,99
85,10,26,7,200,7.6,9.3,2.1,9.1,6.2,999,1024.7,6.2,6.5,999,99
85,10,26,8,192,7.1,8.4,1.9,8.3,6.1,999,1024.1,6.4,6.5,999,99
85,10,26,9,188,8.9,11.2,2.2,8.3,6.4,999,1023.7,6.4,6.5,999,99
85,10,26,10,167,8.3,10.1,2,9.1,6.2,999,1023.1,6.3,6.5,999,99
85,10,26,11,169,9.5,11.6,2,7.7,6.1,999,1022.4,6.4,6.5,999,99
85,10,26,12,167,9.6,11.7,2.3,8.3,6.1,999,1021.4,6.2,6.5,999,99
85,10,26,13,156,10,12.3,2.4,8.3,6.1,999,1020.2,6.1,6.5,999,99
85,10,26,14,151,10.8,14,2.5,8.3,6,999,1018.8,6.1,6.5,999,99
85,10,26,15,148,10.7,13.3,2.5,8.3,5.9,999,1017.7,6.1,6.5,999,99
85,10,26,16,172,9.8,13.3,2.5,8.3,5.8,999,1016.7,6.1,6.5,999,99
85,10,26,17,153,10.7,14.8,2.7,7.7,6.2,999,1014.8,5.9,6.5,999,99
85,10,26,18,150,10.5,14.4,2.9,8.3,6.4,999,1013.4,6.1,6.5,999,99
85,10,26,19,147,12.2,16,2.9,9.1,6.4,999,1011.6,6.1,6.5,999,99
85,10,26,20,146,13.4,17.3,3.3,9.1,6.7,999,1010.3,6.3,6.5,999,99
85,10,26,21,136,12.8,17.2,3.6,9.1,6.8,999,1008.4,6.3,6.5,999,99
85,10,26,22,135,13.7,18.1,3.8,10,6.9,999,1006.5,6.3,6.5,999,99
85,10,26,23,129,13.9,18.1,4.1,10,7.2,999,1004,5.9,6.5,999,99
85,10,27,0,126,15.4,21.1,4.3,10,7.3,999,1001.5,6.2,6.5,999,99
85,10,27,1,125,14.8,21.8,4.8,11.1,7.6,999,998.4,6.4,6.5,999,99
85,10,27,2,130,15.5,22.9,5.1,11.1,7.7,999,995.5,5.2,6.5,999,99
85,10,27,3,123,17.5,25.2,5.2,11.1,7.7,999,992.6,5.2,6.5,999,99
85,10,27,4,124,15.7,23.1,6,10,8,999,990.6,4.9,6.5,999,99
85,10,27,5,119,17,23.8,6.1,11.1,8.3,999,988.4,4.6,6.4,999,99
85,10,27,6,111,16.8,24.3,6.5,11.1,8.3,999,986.1,4.6,6.4,999,99
85,10,27,7,107,16.9,25.2,6.7,11.1,8.7,999,984.1,4.8,6.4,999,99
85,10,27,8,99,16.8,23.7,6.7,11.1,8.5,999,982.4,5,6.4,999,99
85,10,27,9,94,18.2,25.1,7.7,11.1,8.9,999,980.2,4.6,6.4,999,99
85,10,27,10,88,18.4,27,9,11.1,9.6,999,977.3,4.5,6.3,999,99
85,10,27,11,88,16.8,22.9,7.6,12.5,9.3,999,976.2,5.5,6.3,999,99
85,10,27,12,90,14,20.2,6.8,12.5,8.9,999,976.4,5.7,6.3,999,99
85,10,27,13,88,11.2,15.9,7.1,12.5,9.3,999,976.9,5.9,6.3,999,99
85,10,27,14,78,12.5,17,6.3,12.5,8.7,999,976.9,5.8,6.3,999,99
85,10,27,16,82,8.2,11.2,6.1,12.5,9.3,999,978.1,5.7,6.3,999,99
85,10,27,17,85,9.4,12.9,5.8,11.1,9.2,999,979.7,5.8,6.3,999,99
85,10,27,18,76,11.5,15.3,5.7,11.1,8.9,999,981.6,5.8,6.3,999,99
85,10,27,19,71,13.9,17.9,6.2,12.5,9.1,999,983.7,6,6.2,999,99
85,10,27,20,61,14.8,21.4,6.4,11.1,8.9,999,985.9,5.5,6.2,999,99
85,10,27,21,67,16.3,23.3,7,11.1,9.1,999,988.6,5.3,6.2,999,99
85,10,27,22,66,17,22.8,6.6,11.1,8.5,999,991.5,4.8,6.2,999,99
85,10,27,23,50,15.2,22.2,7.2,11.1,8.9,999,994.3,4.5,6.2,999,99
85,10,28,0,51,14.8,21.2,7,11.1,8.7,999,997.2,4.3,6.2,999,99
85,10,28,1,49,13,18.9,6.3,12.5,8.4,999,1000.1,3.8,6.1,999,99
85,10,28,2,51,12.3,17.2,6.6,11.1,8.9,999,1003,3.5,6.1,999,99
85,10,28,3,49,12.7,16.7,7.2,12.5,9.6,999,1005.2,2.4,6,999,99
85,10,28,4,48,11.5,15.2,6.5,12.5,9.4,999,1007.8,3.1,6,999,99
85,10,28,5,53,11.6,15.3,6.2,12.5,9.4,999,1009.6,2.4,6,999,99
85,10,28,6,54,11.3,14.8,6.5,12.5,9.8,999,1011.3,2.1,6,999,99
85,10,28,7,61,9.1,12.3,6.1,12.5,9.6,999,1013.9,1.8,6,999,99
85,10,28,8,60,9,12.4,6.3,12.5,9.2,999,1015.2,1.5,6,999,99
85,10,28,9,64,8.5,10.9,6,12.5,9.2,999,1016.3,1.6,6,999,99
85,10,28,10,56,7.9,12.4,5.8,11.1,9,999,1017.8,1.6,5.9,999,99
85,10,28,11,64,5.4,10.4,5.5,12.5,8.9,999,1018.9,1.3,5.9,999,99
85,10,28,12,70,6.8,10.5,5.8,12.5,9.4,999,1019.2,1.6,5.9,999,99
85,10,28,13,65,6.7,9.7,4.9,11.1,8.5,999,1019.7,1.3,5.9,999,99
85,10,28,14,77,5.8,9.7,4.1,11.1,8.1,999,1020,1.6,5.9,999,99
85,10,28,15,86,7,10.2,4.1,11.1,7.8,999,1019.8,1.5,5.9,999,99
85,10,28,16,99,7.6,11.7,4.5,11.1,8.7,999,1019.9,1.6,5.9,999,99
85,10,28,17,102,8.3,12.1,3.5,10,7.9,999,1020,1.6,5.9,999,99
85,10,28,18,100,9.9,13,3.3,11.1,7.7,999,1019.5,1.6,5.9,999,99
85,10,28,19,105,9.6,12.9,3.3,11.1,7.7,999,1019.7,1.6,5.9,999,99
85,10,28,20,106,10,13.3,3.4,10,7.6,999,1019.8,1.9,5.9,999,99
85,10,28,21,106,10.9,14,3.2,10,7.3,999,1019.5,1.9,5.9,999,99
85,10,28,22,103,11.7,15.3,3.1,10,7.2,999,1019.2,1.9,5.9,999,99
85,10,28,23,114,12.2,16.2,2.8,9.1,6.7,999,1018.3,2,5.9,999,99
85,10,29,0,98,11.9,16.1,3.3,9.1,6.6,999,1017.2,2.1,5.9,999,99
85,10,29,1,101,13,16.7,3.4,10,6.7,999,1015.8,2.4,5.9,999,99
85,10,29,2,93,12.1,17.5,3,9.1,5.9,999,1014.6,2.3,5.9,999,99
85,10,29,3,97,11.5,18.1,3.3,8.3,6,999,1013.6,2.4,5.9,999,99
85,10,29,4,102,11.9,18.5,3.4,9.1,6.1,999,1013,2.5,5.9,999,99
85,10,29,5,107,11.9,18.6,3.8,8.3,6.4,999,1012.3,2.5,5.9,999,99
85,10,29,6,96,13.3,20.5,3.5,9.1,6.3,999,1011.1,2.3,5.9,999,99
85,10,29,7,95,14.6,20.3,4.1,8.3,6.8,999,1009.7,2.4,5.8,999,99
85,10,29,8,92,15.8,22.3,4.4,9.1,7.1,999,1008.2,2.5,5.8,999,99
85,10,29,9,89,16.4,22.8,5,9.1,7.4,999,1007.1,2.4,5.8,999,99
85,10,29,10,90,16.5,22.1,4.9,9.1,7.6,999,1005.7,2.4,5.8,999,99
85,10,29,11,86,17.8,24.2,5.8,10,7.9,999,1004.1,2.5,5.8,999,99
85,10,29,12,82,19.3,26.1,5.8,10,8.2,999,1002.6,2.5,5.8,999,99
85,10,29,13,84,18.7,25.6,6.3,10,8.1,999,1001.2,2.5,5.7,999,99
85,10,29,14,80,18.2,26.7,7,11.1,8.5,999,999.3,2.6,5.7,999,99
85,10,29,15,72,17.5,26.3,7.1,11.1,8.5,999,997.9,2.3,5.7,999,99
85,10,29,16,74,17,27.3,8,11.1,8.9,999,996.7,1.5,5.6,999,99
85,10,29,17,80,18.1,28.6,7.6,11.1,8.6,999,996.6,0.6,5.6,999,99
85,10,29,18,77,17.7,26.5,8.3,11.1,9.1,999,996.3,0.9,5.5,999,99
85,10,29,19,70,18.9,27,8.5,12.5,9.5,999,995.7,1.1,5.5,999,99
85,10,29,20,77,18.4,26.3,9.3,12.5,9.9,999,995.6,1.1,5.5,999,99
85,10,29,21,78,18.7,27,10.7,12.5,10.6,999,995.4,1.3,5.4,999,99
85,10,29,22,80,18.2,27.1,9.4,12.5,10,999,995.7,1,5.4,999,99
85,10,29,23,83,17.3,25.9,9.6,14.3,10.5,999,996,1.6,5.3,999,99
85,10,30,0,87,17.3,25.5,8.7,12.5,9.9,999,996.6,1.5,5.3,999,99
85,10,30,1,80,15.9,22.2,8.7,12.5,9.8,999,997,2.1,5.3,999,99
85,10,30,2,82,15.5,22.2,9.2,12.5,10,999,997.9,1.9,5.3,999,99
85,10,30,3,80,15.1,21.5,7.7,12.5,9.4,999,998.8,1.7,5.3,999,99
85,10,30,4,78,14.8,21.6,8.2,12.5,9.7,999,999.5,1.8,5.3,999,99
85,10,30,5,82,15,21.1,7.7,12.5,9.3,999,1000.4,2.7,5.2,999,99
85,10,30,6,74,15,20.8,8,12.5,9.4,999,1001.2,2.7,5.2,999,99
85,10,30,7,75,14.7,22.6,7.7,11.1,9,999,1002,2.3,5.2,999,99
85,10,30,8,75,13.4,21.1,7.3,11.1,8.9,999,1002.7,2,5.2,999,99
85,10,30,9,75,13.2,19.7,7,11.1,8.7,999,1003.2,1.9,5.2,999,99
85,10,30,10,70,13.6,20,6.9,11.1,8.5,999,1003.7,2.3,5.2,999,99
85,10,30,11,73,14.1,20.8,6.2,11.1,8.6,999,1003.8,2,5.3,999,99
85,10,30,12,71,14.8,20.2,6.5,11.1,8.7,999,1003.8,2.1,5.3,999,99
85,10,30,13,72,15.1,20.9,5.9,11.1,8.2,999,1004.3,2.2,5.3,999,99
85,10,30,14,70,15.3,20.6,6.3,11.1,8.8,999,1004.5,1.7,5.2,999,99
85,10,30,15,67,14.5,19.5,5.5,10,8.2,999,1004.7,2,5.2,999,99
85,10,30,16,72,15.2,19.5,6.1,11.1,8.4,999,1004.9,2,5.2,999,99
85,10,30,17,69,14,19.2,5.2,10,8.1,999,1005.4,2,5.2,999,99
85,10,30,18,66,13.4,18.1,5.3,10,7.9,999,1005.7,1.7,5.2,999,99
85,10,30,19,56,13.5,19.8,4.9,10,7.8,999,1006.3,1.6,5.2,999,99
85,10,30,20,47,13.3,19.8,5.4,10,7.9,999,1006.5,1.4,5.2,999,99
85,10,30,21,57,13.2,19.3,5.2,10,7.9,999,1007.2,1.4,5.2,999,99
85,10,30,22,47,12.9,19.3,5.3,10,7.8,999,1007.6,1.4,5.2,999,99
85,10,30,23,52,12.7,18,4.9,10,7.8,999,1007.8,1.7,5.2,999,99
85,10,31,0,49,12,18.2,5.2,10,7.7,999,1007.7,1.9,5.2,999,99
85,10,31,1,49,11.9,17.3,4.9,10,7.7,999,1008,2.1,5.2,999,99
85,10,31,2,51,12.4,16.9,4.7,10,7.6,999,1008.2,2,5.2,999,99
85,10,31,3,53,12,16.9,4.3,10,7.4,999,1008.7,1.9,5.1,999,99
85,10,31,4,53,12.4,16.6,4.1,10,7.5,999,1009.2,1.9,5.1,999,99
85,10,31,5,56,11.5,17.2,4.2,10,7.5,999,1010,1.9,5.1,999,99
85,10,31,6,56,12.1,16.8,4.2,9.1,7.4,999,1010.7,1.8,5.1,999,99
85,10,31,7,52,11.9,16.7,4.1,9.1,7.2,999,1011.6,1.9,5.1,999,99
85,10,31,8,54,11,16.6,4.1,9.1,7.2,999,1012.4,2,5.1,999,99
85,10,31,9,58,10.7,15.8,4.1,9.1,7.2,999,1013.2,1.9,5,999,99
85,10,31,10,54,11.5,15.8,3.9,9.1,6.9,999,1013.8,1.8,5,999,99
85,10,31,11,61,10.2,14.6,3.9,9.1,7.2,999,1014.5,1.9,5,999,99
85,10,31,12,54,10.8,16.3,3.6,9.1,6.8,999,1014.7,2,5,999,99
85,10,31,13,56,9.1,13.5,3.8,9.1,7,999,1015.4,2,5.1,999,99
85,10,31,14,59,9.3,14.2,3.1,9.1,6.6,999,1015.9,2,5.1,999,99
85,10,31,15,48,9.7,13.1,3.2,9.1,6.6,999,1016,2,5.1,999,99
85,10,31,16,37,9.3,13.8,3.1,9.1,6.8,999,1016.5,2.3,5.1,999,99
85,10,31,17,39,7.9,11.6,3,9.1,6.8,999,1017.5,1.9,5.1,999,99
85,10,31,18,25,8.2,11.5,2.7,9.1,6.6,999,1018,1.7,5.1,999,99
85,10,31,19,42,6.6,10.7,2.6,8.3,6.7,999,1019,1.6,5.1,999,99
85,10,31,20,29,8.2,12.2,2.6,8.3,6.5,999,1019.4,1.6,5,999,99
85,10,31,21,27,7.4,10.5,2.3,9.1,6.2,999,1020,1.5,5,999,99
85,10,31,22,42,5.8,8.4,2.2,8.3,6.3,999,1020.4,1.6,5,999,99
85,10,31,23,43,6,8.3,2.2,8.3,6.2,999,1020.6,1.7,5,999,99
85,11,1,0,20,7.1,9.5,2.2,8.3,6.2,999,1020.6,2,5,999,99
85,11,1,1,15,5.6,7.7,2,7.7,5.9,999,1020.9,2.1,5,999,99
85,11,1,2,12,6.7,8.9,1.9,8.3,6,999,1021.2,2,5,999,99
85,11,1,3,357,6.1,8.2,2.1,8.3,6.2,999,1021.5,2.1,5,999,99
85,11,1,4,354,6,8.5,1.9,8.3,6,999,1021.9,1.9,5.1,999,99
85,11,1,5,352,6.8,8.9,1.8,7.7,6.1,999,1022.3,2,5.1,999,99
85,11,1,6,346,5.5,7.7,1.8,8.3,6.2,999,1022.8,1.8,5.1,999,99
85,11,1,7,351,6.1,8.6,1.6,7.7,6,999,1023.3,1.6,5,999,99
85,11,1,8,349,3.6,6,1.7,7.7,6,999,1023.8,1.5,5,999,99
85,11,1,9,321,4,5.7,1.5,7.7,5.9,999,1023.8,1.7,5,999,99
85,11,1,10,327,4,5.3,1.5,7.1,5.8,999,1024.1,1.8,5,999,99
85,11,1,11,315,3.9,6.1,1.5,7.1,5.9,999,1024.5,1.7,5,999,99
85,11,1,12,333,3.3,5.1,1.4,7.7,5.8,999,1024.6,1.6,5,999,99
85,11,1,13,23,2.8,4.4,1.3,7.7,5.7,999,1024.7,1.8,5,999,99
85,11,1,14,313,4,5.7,1.4,7.1,6,999,1024.9,2.1,5,999,99
85,11,1,15,310,3.9,5.3,1.2,7.7,5.8,999,1024.9,1.9,5,999,99
85,11,1,16,310,2.7,4.2,1.3,7.1,5.9,999,1025.1,2.1,5,999,99
85,11,1,17,304,3.3,4.3,1.2,6.7,6.1,999,1025.2,2,5,999,99
85,11,1,18,305,5.3,6.6,1.2,6.7,6,999,1025.2,2.2,5.1,999,99
85,11,1,19,297,5.9,7.5,1.1,6.7,5.8,999,1025.6,2.2,5,999,99
85,11,1,20,311,4.6,7.1,1.1,6.7,5.4,999,1026,2,5,999,99
85,11,1,21,291,6.1,7.4,1,7.1,5.4,999,1026.1,1.8,5,999,99
85,11,1,22,317,6.1,7.4,1,6.7,5.1,999,1026.3,1.7,5,999,99
85,11,1,23,298,2.7,4.2,1,6.7,5.2,999,1026.6,1.7,5,999,99
85,11,2,0,270,2.8,3.6,1,6.7,5.1,999,1026.4,1.9,5,999,99
85,11,2,1,286,3.3,4.7,1,6.7,5.3,999,1026.1,2,5,999,99
85,11,2,2,256,3.3,4,0.9,7.7,5.4,999,1026,1.9,5,999,99
85,11,2,3,269,5.7,7.4,0.9,7.1,5.5,999,1025.8,2.3,5,999,99
85,11,2,4,262,5.1,6.8,0.9,7.7,5.2,999,1026,2.5,5,999,99
85,11,2,5,270,6.3,7.7,0.9,6.7,5.1,999,1026,2.9,5,999,99
85,11,2,6,256,6.8,9,0.9,6.3,5,999,1026.3,2.1,5,999,99
85,11,2,7,255,6,7.3,0.9,7.1,5,999,1026.7,2.5,5,999,99
85,11,2,8,261,5.6,7.5,0.9,7.1,5.1,999,1026.7,2.7,5,999,99
85,11,2,9,336,3,3.9,0.9,6.7,4.8,999,1026.7,1.5,5,999,99
85,11,2,10,313,1.3,2.1,0.9,6.3,5.1,999,1026.7,2,5,999,99
85,11,2,11,341,0.1,0.5,0.9,6.7,5.3,999,1026.7,2.3,5,999,99
85,11,2,12,244,4.3,5.3,0.9,6.7,5,999,1026.4,3.3,5,999,99
85,11,2,13,257,4.6,5.5,0.9,5.6,4.7,999,1026.3,3.5,5,999,99
85,11,2,14,245,4.1,4.9,0.8,6.3,4.9,999,1026.6,3.4,5,999,99
85,11,2,15,231,4.8,5.8,0.8,6.3,5.1,999,1026.3,3.4,5,999,99
85,11,2,16,222,4.7,5.8,0.8,6.7,5.2,999,1026,3.5,5,999,99
85,11,2,17,222,5.2,6,0.8,5.6,5.2,999,1025.5,3.7,5,999,99
85,11,2,18,196,4.8,5.7,0.8,6.7,5.2,999,1025.1,3.6,5,999,99
85,11,2,19,191,5.9,7.2,0.8,6.7,5.3,999,1024.7,3.8,5,999,99
85,11,2,20,211,6.4,7.9,0.8,6.3,4.8,999,1024.4,3.1,5,999,99
85,11,2,21,182,7.5,8.5,0.8,6.7,4.7,999,1024,3,5,999,99
85,11,2,22,177,7.8,9.3,0.8,5.9,4.4,999,1023.7,3.4,5,999,99
85,11,2,23,187,7.2,8.5,0.8,3.7,4.2,999,1023.4,3.7,5.1,999,99
85,11,3,0,212,6.8,8.3,0.9,3.7,4.3,999,1022.9,4.6,5.1,999,99
85,11,3,1,209,6.5,7.6,1,4.8,4.3,999,1021.8,4.4,5.1,999,99
85,11,3,2,212,6.5,7.8,1.1,5.3,4.5,999,1021.6,4.4,5,999,99
85,11,3,3,207,6.2,8.5,1.2,5,4.7,999,1021.1,4.4,5,999,99
85,11,3,4,191,5.2,6.1,1.2,5.3,4.7,999,1020.3,4.2,5,999,99
85,11,3,5,170,6.2,7.7,1.1,6.3,5,999,1019.9,4.3,5,999,99
85,11,3,6,151,7.5,8.8,1.1,6.3,5.1,999,1018.2,4.2,5,999,99
85,11,3,7,150,7.9,9.5,1.1,6.3,5.1,999,1017.5,4,5,999,99
85,11,3,8,134,9.5,11.8,1.2,6.3,5,999,1015.9,3.9,5,999,99
85,11,3,9,140,10.4,13.1,1.3,6.7,4.9,999,1014,4,5,999,99
85,11,3,10,141,11.4,14.6,1.5,5.3,4.9,999,1012.4,4,5,999,99
85,11,3,11,144,12.7,17.4,2.2,5.3,5.2,999,1010.5,4.1,5,999,99
85,11,3,12,141,13.9,17.4,2.5,5.9,5.3,999,1008.4,4.1,5,999,99
85,11,3,13,141,13.9,19,2.9,6.3,5.5,999,1005.3,4.1,5,999,99
85,11,3,14,136,14.5,19.8,3.1,7.1,5.8,999,1002.6,3.7,5,999,99
85,11,3,15,125,15.8,21,3.8,7.7,6.2,999,999.5,4.2,5,999,99
85,11,3,16,121,16.4,22.6,3.7,8.3,6.4,999,996.1,4.2,5,999,99
85,11,3,17,119,17.6,24.8,4.8,9.1,7.1,999,992.5,2.3,5,999,99
85,11,3,18,112,17.9,26.1,5.3,9.1,7.5,999,988.8,2.1,5,999,99
85,11,3,19,108,19,26.2,6.9,10,8.4,999,984.9,1.9,5,999,99
85,11,3,20,104,18.2,25,6.6,11.1,8.5,999,981.7,1.8,5,999,99
85,11,3,21,111,18.2,26.4,7.3,11.1,8.6,999,978.7,2.6,5,999,99
85,11,3,22,117,18.7,25.9,7.5,11.1,9.2,999,975.7,3.1,5,999,99
85,11,3,23,119,19.2,25.7,8,12.5,9.5,999,972.7,3.6,5,999,99
85,11,4,0,119,16.2,21.8,9.3,12.5,9.8,999,970.4,4.5,5,999,99
85,11,4,1,126,11,14.4,7.4,12.5,9.3,999,969.1,5.4,5,999,99
85,11,4,2,127,8.4,10.7,7.4,12.5,9.4,999,967.8,5.4,5,999,99
85,11,4,3,135,8.5,11,6.5,12.5,9.2,999,966.7,5.5,5,999,99
85,11,4,4,141,8.6,10.9,6.8,12.5,9.6,999,965.7,5.5,5,999,99
85,11,4,5,137,9.2,11.3,6.5,12.5,9.6,999,964.6,5.3,5.1,999,99
85,11,4,6,133,9.3,11.2,6.3,12.5,9.5,999,963.6,5.3,5.1,999,99
85,11,4,7,133,9.2,11.6,5.7,12.5,9.6,999,963.1,5.3,5.1,999,99
85,11,4,8,125,8.1,10.2,5,12.5,9.1,999,962.5,5.2,5.1,999,99
85,11,4,9,144,7.1,8.6,5.2,12.5,9,999,962.2,5.3,5.1,999,99
85,11,4,10,148,6.2,7.3,5.3,12.5,9,999,962.1,5.2,5.1,999,99
85,11,4,11,169,5.6,6.8,5.3,12.5,9,999,962.2,5.2,5.1,999,99
85,11,4,12,186,6.2,7.5,5.4,11.1,9,999,962.4,5.1,5.1,999,99
85,11,4,13,198,7.9,9.9,4.8,11.1,8.7,999,962.6,5,5.1,999,99
85,11,4,14,204,7.5,10.2,5.1,11.1,8.7,999,963.2,4.8,5.1,999,99
85,11,4,15,211,9.4,11.8,5.1,11.1,8.9,999,963.7,4.7,5.1,999,99
85,11,4,16,210,8.1,10.9,5.1,11.1,8.9,999,964.3,4.9,5.1,999,99
85,11,4,17,195,7.3,9.6,5.3,11.1,9.2,999,964.7,5,5.1,999,99
85,11,4,18,206,7.3,9.7,6.3,12.5,9.7,999,965.4,4.9,5.1,999,99
85,11,4,19,205,6.2,7.9,6,12.5,9.9,999,966.3,4.7,5.1,999,99
85,11,4,20,203,5.7,7.6,5.6,12.5,9.9,999,967.3,4.9,5.1,999,99
85,11,4,21,189,5.9,7.1,5.3,11.1,9.4,999,968.3,5,5.1,999,99
85,11,4,22,181,6.5,7.9,5,11.1,9.6,999,969.2,5.1,5.1,999,99
85,11,4,23,165,6.1,7.5,5.5,12.5,9.8,999,970.2,5.1,5.1,999,99
